Sequence,label
3 3 3 3 3 3 3 3 3 3 144 144 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 144 144,0
254 186 144 254 254 254 254 254 254 254 254 186 144 254 254 254 254 254 254 254,0
2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,0
3 3 3 3 3 3 11 3 3 3 3 3 3 144 3 3 3 144 144 3,0
254 186 144 254 254 254 254 254 254 254 254 186 144 254 254 254 254 254 254 254,0
3 3 144 144 423 424 423 424,0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0
423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 11 11 11 3 3,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418 418,0
3 3 3 3 3 3 3 3 3 3 11 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 11 3 3 11 11 11 11 11 11 3 3 3 3 3 3,0
3 3 3 3 3 3 3 144 144 423 424 423 424 430,0
3 11 11 11 11 11 11 3 3 3 3 3 11 11 3 3 3 3 3 3,0
144 3 3 3 3 3 3 3 3 3 3 3 3 144 144 144 423 424 423 424,0
11 3 3 3 3 11 11 11 11 11 11 3 3 3 3 3 3 3 3 11,0
91 9 92 91 9 92 140 89 90 91 9 92 93 93 89 91 9 92 93 93,0
11 11 11 11 3 3 11 3 3 3 3 11 11 11 11 11 11 3 3 3,0
3 3 3 3 3 144 3 3 3 3 3 3 3 3 3 3 3 3 3 144,0
11 11 254 254 354 354 423 424 423 424,0
303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303,0
26 27 28 28 27 29 19 30 31 31 30 18 32 26 33 3 3 3 3 11,0
254 186 144 254 254 254 254 254 254 254 254 186 423 424 423 424,0
144 144 3 3 144 144 3 3 144 144 144 144 144 144 3 3 3 3 144 144,0
254 254 254 254 254 254 254 254 186 186 144 144 254 254 254 254 254 254 254 254,0
3 3 3 3 3 3 11 11 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
254 254 254 254 254 254 254 254 254 254 254 254 254 254 254 423 424 423 424,0
423 424,0
144 423 424 423 424,0
232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232,0
3 3 3 3 144 144 144 423 424 423 424 430,0
423 424 423 424 430,0
254 423 424 423 424,0
144 144 144 144 144 144 423 424 423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 11 11 3 3 3 3 3 11,0
144 144 144 144 144 144 144 144 3 3 423 424 423 424,0
254 254 254 254 254 186 144 254 254 254 254 254 254 254 254 186 144 254 254 254,0
11 11 254 254 423 424 423 424,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
3 3 3 144 144 3 3 3 144 144 3 3 3 3 3 3 3 3 3 3,0
11 11 254 254 423 424 423 424,0
3 3 3 3 3 3 3 3 144 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 11 3 11 3 3 3 3 144 144 144 3 3,0
11 254 11 11 254 254 423 424 423 424,0
423 424 423 424,0
3 144 144 144 423 424 423 424 430 430,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
3 11 3 3 3 3 3 3 144 144 3 3 3 3 144 144 3 3 144 144,0
354 356 423 424 423 424 423 424,0
7 144 423 424 423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 144 423 424 423 424 430 430,0
3 3 3 3 3 3 3 3 3 3 11 11 3 3 3 3 11 11 11 11,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
10 10 10 10 10 10 10 15 15 15 15 15 15 15 15 15 15 15 10 195,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
424 423 424 430 430,0
10 10 10 10 10 10 10 10 15 15 15 15 15 15 15 15 15 15 15 10,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 144 3 3 3,0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0
115 109 116 26 27 28 28 27 29 19 30 31 31 30 18 32 26 33 3 3,0
11 11 254 254 144 423 424 423 424,0
11 254 254 254 11 254 254 144 254 254 254 254 144 254 254 254 423 424 423 424,0
3 3 3 3 3 11 11 11 11 3 3 3 3 3 11 3 3 3 3 11,0
3 3 3 3 3 3 3 3 3 3 3 3 11 11 3 3 3 3 3 11,0
3 3 3 3 3 3 11 3 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 144 3 3 3 3 3 3 423 424,0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0
3 3 3 3 11 11 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
144 3 3 144 144 144 144 144 144 3 3 3 3 423 424 423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 11 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 3 11 11 3 3 3 11 3 3,0
11 254 11 11 254 254 423 424 423 424,0
303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303,0
3 3 3 3 3 3 3 144 3 3 3 144 144 3 3 3 3 3 3 3,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 11 3 3 3 3,0
11 11 254 254 423 424 423 424,0
9 92 91 9 92 91 9 92 91 9 92 91 9 92 91 9 92 91 9 92,0
254 254 254 186 144 144 254 254 254 254 254 254 254 254 254 254 254 254 254 254,0
144 144 144 144 144 144 3 3 3 3 423 424 423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 144 144 3 3 3,0
254 254 254 254 254 254 254 254 186 186 144 144 254 254 254 254 254 254 254 254,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 144 423 424 423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 11 11 3 3 3 3 3 11,0
11 11 11 3 3 3 11 3 3 3 3 11 11 11 11 11 11 3 3 3,0
11 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 11 3,0
144 254 254 254 254 254 254 254 254 254 254 254 254 254 254 144 144 254 254 254,0
144 144 144 144 144 144 144 144 144 144 144 144 3 3 3 3 144 144 423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4,0
144 144 144 144 144 144 144 144 144 144 144 3 3 3 3 423 424 423 424,0
6 6 6 6 6 6 7 4 6 6 7 4 6 7 4 6 7 4 6 6,0
11 11 254 254 423 424 423 424,0
26 27 28 28 27 29 19 30 31 31 30 18 32 26 33 3 3 3 11 11,0
11 254 11 11 423 424 423 424,0
423 424,0
11 254 254 254 254 254 254 254 254 186 144 144 254 254 254 254 254 254 254 254,0
144 144 144 144 144 144 144 3 3 3 3 3 3 3 3 3 3 3 3 3,0
26 27 28 28 27 29 19 30 31 31 30 18 32 26 33 3 3 3 3 3,0
144 3 3 144 144 3 3 144 144 144 144 144 144 144 144 3 3 3 3 423,0
11 11 254 254 423 424 423 424,0
423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 144 3 3 3 3 3 423 424,0
3 3 3 3 3 3 3 3 3 3 3 144 144 144 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
45 11 11 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
144 3 3 3 3 144 144 144 3 144 144 3 144 144 144 144 144 144 3 3,0
3 3 3 4 6 6 6 6 7 4 6 6 7 4 6 6 6 6 6 6,0
11 11 11 11 11 11 11 11 11 3 3 3 3 3 11 3 3 3 3 11,0
3 3 3 3 3 3 3 3 3 3 3 3 144 144 144 144 144 144 144 3,0
4 6 7 4 6 7 4 6 6 7 4 6 7 4 6 7 4 6 7 4,0
3 3 3 3 3 3 3 3 3 3 3 3 3 144 3 3 3 3 3 3,0
3 3 3 3 3 3 3 11 3 11 3 3 3 3 144 144 144 144 3 3,0
3 3 3 3 3 3 3 3 3 3 3 3 11 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 144 144 144 423 424 423 424 430 430,0
424 423 424,0
144 144 144 423 424 423 424,0
3 3 3 11 11 11 11 3 3 3 11 3 3 3 3 11 11 11 11 11,0
3 3 3 3 3 3 3 144 144 3 3 3 144 144 3 3 3 3 3 3,0
254 254 186 186 423 424 423 424,0
3 3 3 11 3 11 3 3 3 3 144 144 3 3 3 3 144 144 144 144,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
3 3 3 3 3 3 3 3 144 3 3 3 3 3 3 3 3 3 3 3,0
254 254 254 254 254 186 144 254 254 254 254 254 254 254 254 186 144 254 254 254,0
3 3 11 11 11 11 11 11 3 3 3 3 3 3 11 11 3 3 3 3,0
232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232,0
424 423 424,0
303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303,0
3 3 3 423 424 423 424 423 424 423 424,0
3 3 3 3 3 3 3 144 423 424 423 424 430 430,0
3 3 3 3 3 3 3 3 3 11 3 3 11 3 3 3 3 144 3 3,0
3 3 3 3 3 3 3 3 3 144 254 144 144 423 424 423 424 430 430,0
232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232 232,0
3 3 11 11 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 3 3 3 3 11 11 3 3 3 11 3 3,0
254 254 254 254 254 254 254 254 186 186 144 144 254 254 254 254 254 254 254 254,0
254 254 254 254 254 254 254 254 186 186 144 144 254 254 254 254 254 254 254 254,0
3 144 144 423 424 423 424,0
3 3 11 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 144 144 144 144 144 144 144 144 3 3 423 424 423,0
11 11 254 254 144 423 424 423 424,0
11 11 254 254 423 424 423 424,0
254 254 254 254 254 254 254 254 186 186 144 144 254 254 254 254 254 254 254 254,0
91 9 92 91 9 92 91 9 92 91 9 92 91 9 92 91 9 92 395 91,0
11 254 11 11 254 254 423 424 423 424,0
11 11 254 254 423 424 423 424,0
303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303 303,0
11 11 11 11 3 3 3 11 3 3 3 3 11 11 11 11 11 3 3 3,0
3 3 3 3 3 11 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
424 430,0
423 424 430 430,0
11 11 3 3 3 3 3 3 3 3 11 11 3 3 3 3 3 3 3 3,0
6 7 4 6 7 4 6 7 4 6 7 4 6 6 7 8 4 6 6 6,0
11 11 254 254 423 424 423 424,0
3 3 3 3 144 144 144 144 144 144 3 3 3 53 120 423 424 423 424 423,0
3 3 3 11 11 11 11 3 3 3 3 3 11 3 3 3 3 11 11 11,0
254 254 254 254 254 254 186 144 254 254 254 254 254 254 254 254 186 144 254 254,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 11 11 3 3 3,0
3 3 3 3 3 3 3 3 3 3 144 144 144 423 424 423 424 430 430,0
27 28 28 27 29 19 30 31 31 30 18 32 26 33 34 33 35 35 36 37,0
6 7 4 6 7 4 6 7 4 6 7 4 6 7 4 6 7 4 6 7,0
424 423 424 423 424 423 424 423 424,0
3 3 3 3 3 3 11 3 3 3 3 3 3 144 3 3 3 3 144 144,0
423 424,0
3 3 3 3 3 3 3 11 11 11 11 11 11 11 11 11 11 11 11 11,0
3 3 3 144 144 3 3 3 3 3 3 3 3 3 3 3 3 144 423 424,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6,0
3 144 254 423 424 423 424 430,0
3 3 142 18 26 19 109 109 109 110 111 112 112 11 3 3 3 3 11 11,0
3 3 3 3 3 3 11 11 3 3 3 3 3 3 3 3 3 3 3 3,0
10 10 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161 161,0
11 3 3 3 3 3 3 3 11 11 3 3 3 3 3 3 3 3 3 3,0
11 254 11 11 423 424 423 424,0
3 3 3 3 3 3 3 144 254 423 424 423 424 430 430,0
3 3 3 3 3 11 3 3 11 3 3 3 3 144 144 3 3 3 3 144,0
116 26 27 28 28 27 29 19 30 31 31 30 18 32 26 33 3 3 3 3,0
91 9 92 89 91 9 92 89 91 9 92 91 9 92 91 9 92 91 9 92,0
3 3 3 3 3 3 3 3 3 3 11 3 3 3 3 3 3 3 3 3,0
424 355 357,0
10 10 10 10 10 10 10 10 10 15 15 15 15 15 15 15 15 15 15 15,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 144 3,0
11 254 254 254 254 11 254 254 144 254 254 254 254 254 144 254 254 254 254 423,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,0
3 3 3 3 3 3 3 3 423 424 423 424,0
254 254 254 254 254 254 254 254 254 254 254 254 254 254 254 423 424 423 424,0
6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 4 6,0
92 91 9 92 91 9 92 91 9 92 91 9 92 91 9 92 91 9 92 91,0
423 424 355 357 325 428,0
3 3 144 144 3 3 3 3 3 3 3 3 3 3 3 3 3 144 144 423,0
3 3 3 3 3 3 3 3 3 3 3 3 11 3 3 3 3 3 3 3,0
144 3 3 3 3 3 3 3 3 3 3 3 3 144 144 144 423 424 423 424,0
11 254 11 11 254 254 423 424 423 424,0
11 11 254 254 423 424 423 424,0
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 11 11 3 3 3,0
424 430 430,0
3 3 3 3 3 3 3 3 3 3 3 3 3 11 3 3 3 3 3 3,0
